Date de réception de la notification;Secteur d'activité de l'organisme concerné;Natures de la violation;Nombre de personnes impactées;Typologie des données impactées;Données sensibles;Origine de l'incident;Causes de l'incident;Information des personnes
2019-09;Industrie manufacturière;Perte de la confidentialité,Perte de l'intégrité;Entre 6 et 50 personnes;Les données concernées ne sont pas connues pour le moment;;Autre;Acte externe malveillant;Non déterminé pour le moment
2019-09;Administration publique;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2019-09;Administration publique;Perte de la confidentialité;Entre 51 et 300 personnes;La violation concerne d'autres données;;Autre;Acte interne accidentel;Oui, les personnes ont été informées
2019-09;Administration publique;Perte de la confidentialité;Entre 6 et 50 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Acte externe malveillant;Oui, les personnes ont été informées
2019-09;Production et distribution d''électricité, de gaz, de vapeur et d''air conditionné;Perte de la confidentialité;Entre 6 et 50 personnes;Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Autre;Oui, les personnes ont été informées
2019-09;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Courrier perdu ou ouvert avant d'être retourné à l'envoyeur;Acte externe accidentel;Non, mais elles le seront
2019-09;"Production et distribution d''eau ; assainissement, gestion des déchets et dépollution";Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.);;Autre;Autre;Non déterminé pour le moment
2019-09;Administration publique;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Publication non volontaire d'informations;Inconnu;Non, mais elles le seront
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Publication non volontaire d'informations;Acte interne accidentel;Non déterminé pour le moment
2019-09;Enseignement;Perte de la confidentialité;Entre 0 et 5 personnes;Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Publication non volontaire d'informations;Acte interne accidentel;Non déterminé pour le moment
2019-09;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-09;"Production et distribution d''eau ; assainissement, gestion des déchets et dépollution";Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Equipement perdu ou volé;Acte externe malveillant;Non ils ne le seront pas
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données de la mauvaise personne affichées sur le portail du client;Acte interne accidentel;Non déterminé pour le moment
2019-09;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Oui, les personnes ont été informées
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité,Perte de la disponibilité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.);;Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé;Acte interne accidentel,Acte externe malveillant;Non ils ne le seront pas
2019-09;Autres activités de services;Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité;Entre 6 et 50 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Publication non volontaire d'informations;Acte externe accidentel;Non ils ne le seront pas
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Publication non volontaire d'informations;Acte externe accidentel;Non ils ne le seront pas
2019-09;Information et communication;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données;;Données de la mauvaise personne affichées sur le portail du client;Acte interne accidentel;Non déterminé pour le moment
2019-09;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Papier perdu, volé ou laissé accessible dans un endroit non sécurisé;Acte interne accidentel;Non ils ne le seront pas
2019-09;Administration publique;Perte de la confidentialité,Perte de la disponibilité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Documents officiels (Passeports, pièces d’identité, etc.);;Equipement perdu ou volé;Acte externe malveillant;Non déterminé pour le moment
2019-09;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-09;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Les données concernées ne sont pas connues pour le moment;;Publication non volontaire d'informations;Acte externe accidentel;Non déterminé pour le moment
