,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
889,2019-10,Finance/Insurance,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,Other,TBD
890,2019-10,Finance/Insurance,Perte de la confidentialité,300,Contact,,Hacking - Malware -Phishing,Unknown,They_will
891,2019-10,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,Yes
892,2019-10,Scientific/Specialized/Technical,Perte de la disponibilité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,They_will_not
893,2019-10,Public_Administration,Perte de l'intégrité,300,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Publication non volontaire d'informations,Autre",External-Malicious,They_will
894,2019-10,Commerce,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",Oui,"Données de la mauvaise personne affichées sur le portail du client,Autre",Internal-Accidental,They_will
895,2019-10,Finance/Insurance,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,"Equipement perdu ou volé,Données personnelles envoyées à un mauvais destinataire",Internal-Malicious,They_will
896,2019-10,Information/Communication,Perte de l'intégrité,5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,Yes
897,2019-10,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact-Access,,Publication mistake,Internal-Accidental,They_will_not
898,2019-10,Scientific/Specialized/Technical,Perte de la confidentialité,50,Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
899,2019-10,Real_Estate,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données de localisation",,Equipment Lost or Stolen,External-Malicious,TBD
900,2019-10,Transport/Warehousing,Perte de la confidentialité,>5000,Civil-Contact,,Publication mistake,Internal-Accidental,They_will_not
901,2019-10,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
902,2019-10,Transport/Warehousing,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté",,Equipment Lost or Stolen,External-Malicious,They_will
903,2019-10,Other_services,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,"Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire",Internal-Accidental,TBD
904,2019-10,Health,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Other,Unknown,Yes
905,2019-10,Commerce,Perte de la confidentialité,5000,Contact,,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Publication non volontaire d'informations","Acte interne accidentel,Acte externe malveillant",Yes
906,2019-10,Commerce,Perte de la confidentialité,5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,They_will
907,2019-10,Public_Administration,"Perte de la confidentialité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur",Other,TBD
908,2019-10,Finance/Insurance,Perte de la confidentialité,50,Civil-Contact,,Other,"Acte externe accidentel,Autre",They_will_not
909,2019-10,Public_Administration,Perte de la disponibilité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,TBD
910,2019-10,Transport/Warehousing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",Internal-Accidental,They_will_not
911,2019-10,Public_Administration,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,"Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,TBD
912,2019-10,Public_Administration,Perte de la confidentialité,300,Contact,,Other,Internal-Accidental,Yes
913,2019-10,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Other,Internal-Accidental,They_will_not
914,2019-10,Water/Sanitation/WasteManagement,Perte de la disponibilité,50,TBD,,Hacking - Malware -Phishing,External-Malicious,Yes
915,2019-10,Finance/Insurance,Perte de la confidentialité,300,Contact,,Hacking - Malware -Phishing,Unknown,Yes
916,2019-10,Other_services,Perte de la disponibilité,50,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,Unknown,Yes
917,2019-10,Public_Administration,Perte de la confidentialité,5000,Civil-Contact,,Publication mistake,Internal-Accidental,They_will
918,2019-10,Scientific/Specialized/Technical,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",5,TBD,,Hacking - Malware -Phishing,"Acte externe malveillant,Inconnu",Yes
919,2019-10,Transport/Warehousing,"Perte de la confidentialité,Perte de l'intégrité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",,"Données de la mauvaise personne affichées sur le portail du client,Autre",Internal-Accidental,They_will
920,2019-10,Information/Communication,Perte de la confidentialité,5,La violation concerne d'autres données,,Other,Internal-Malicious,Yes
921,2019-10,Transport/Warehousing,Perte de la confidentialité,300,Civil-Contact,,Recipient mistake,Internal-Accidental,They_will
922,2019-10,Finance/Insurance,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Internal-Accidental,They_will_not
923,2019-10,Information/Communication,Perte de la confidentialité,300,Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
924,2019-10,Transport/Warehousing,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",,Données de la mauvaise personne affichées sur le portail du client,Internal-Accidental,They_will_not
925,2019-10,Scientific/Specialized/Technical,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,TBD
926,2019-10,Health,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Hacking - Malware -Phishing,External-Malicious,They_will
927,2019-10,Public_Administration,Perte de la confidentialité,300,Civil-Contact-Access,,Other,Other,TBD
928,2019-10,Public_Administration,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",5000,Civil-Contact-Access,Oui,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Autre",External-Malicious,TBD
929,2019-10,Finance/Insurance,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Equipment Lost or Stolen,External-Malicious,TBD
